MYCS,artist,song,ranking
0.26,bj thomas,i just cant help believing,4239
0.26,the black eyed peas,rock that body,4240
0.26,toby keith featuring willie nelson,beer for my horses,4241
0.26,u2,beautiful day,4242
0.26,jesse mccartney,beautiful soul,4243
0.26,heatwave,always and forever,4244
0.26,Miguel,Sky Walker,4245
0.26,juvenile featuring mannie fresh and lil wayne,back that azz up,4246
0.26,charlie puth featuring meghan trainor,marvin gaye,4247
0.26,Jon Bellion,All Time Low,4248
0.26,michael mcdonald,sweet freedom,4249
0.26,neil diamond,cherry cherry,4250
0.26,joe simon,the chokin kind,4251
0.26,Mooski,Track Star,4252
0.26,surface,shower me with your love,4253
0.26,Travis Scott,Antidote,4254
0.26,scarface featuring 2pac and johnny p,smile,4255
0.26,timmy thomas,why cant we live together,4256
0.26,kc  the sunshine band,give it up,4257
0.26,john travolta,let her in,4258
0.26,n sync,gone,4259
0.26,natalie cole,pink cadillac,4260
0.26,katrina and the waves,walking on sunshine,4261
0.26,Lauren Spencer-Smith,Fingers Crossed,4262
0.26,jason aldean,big green tractor,4263
0.26,thedream,i luv your girl,4264
0.252,miguel,adorn,4265
0.25,eric clapton,i shot the sheriff,4266
0.25,meghan trainor featuring john legend,like im gonna lose you,4267
0.25,montell jordan,whats on tonight,4268
0.25,chicago,saturday in the park,4269
0.25,dr dre featuring snoop dogg,the next episode,4270
0.25,joe simon,get down get down get on the floor,4271
0.25,rick james,you and i,4272
0.25,kenny chesney,come over,4273
0.25,gwen stefani,cool,4274
0.25,brandy,almost doesnt count,4275
0.25,rascal flatts,life is a highway,4276
0.25,tower of power,so very hard to go,4277
0.25,jet,are you gonna be my girl,4278
0.25,vic dana,red roses for a blue lady,4279
0.25,madonna,true blue,4280
0.25,linda ronstadt,hurt so bad,4281
0.25,Lil Baby,The Bigger Picture,4282
0.25,steve winwood,the finer things,4283
0.25,wham,freedom,4284
0.25,Moneybagg Yo,Time Today,4285
0.25,sweet,fox on the run,4286
0.25,fun,carry on,4287
0.25,the irish rovers,the unicorn,4288
0.25,billy squier,the stroke,4289
0.25,onerepublic,secrets,4290
0.25,sam hunt,leave the night on,4291
0.25,culture beat,mr vain,4292
0.25,blake shelton,austin,4293
0.25,keith sweat,ill give all my love to you,4294
0.25,bay city rollers,you made me believe in magic,4295
0.25,Taylor Swift,All Too Well (Taylor's Version),4296
0.25,aaron neville,tell it like it is,4297
0.25,olivia newtonjohn,if not for you,4298
0.25,tracy chapman,fast car,4299
0.25,the spinners,its a shame,4300
0.25,Kodak Black,What It Is (Block Boy),4301
0.25,20 fingers featuring gillette,short dick man,4302
0.25,the flying machine,smile a little smile for me,4303
0.25,elton john,empty garden hey hey johnny,4304
0.25,lee dorsey,working in the coal mine,4305
0.25,Thomas Rhett,Marry Me,4306
0.25,Saweetie,My Type,4307
0.25,eli young band,crazy girl,4308
0.25,david archuleta,crush,4309
0.25,gq,disco nights rockfreak,4310
0.25,the pointer sisters,im so excited,4311
0.25,hammer,addams groove,4312
0.25,Ruth B,Lost Boy,4313
0.25,men at work,its a mistake,4314
0.25,restless heart,when she cries,4315
0.25,taylor swift,white horse,4316
0.25,rem,stand,4317
0.25,Luke Combs,Hurricane,4318
0.24,five for fighting,100 years,4319
0.24,bette midler,do you wanna dance,4320
0.24,selena gomez  the scene,naturally,4321
0.24,ludacris,rollout my business,4322
0.24,cher,just like jesse james,4323
0.24,bobbi martin,for the love of him,4324
0.24,joe simon,drowning in the sea of love,4325
0.24,john denver,im sorry,4326
0.24,lita ford and ozzy osbourne,close my eyes forever,4327
0.24,monifah,touch it,4328
0.24,plies featuring akon,hypnotized,4329
0.24,brandy featuring wanya morris,brokenhearted,4330
0.24,alabama,feels so right,4331
0.24,ray parker jr,i still cant get over loving you,4332
0.24,culture club,ill tumble 4 ya,4333
0.24,michael bolton,missing you now,4334
0.24,mc lyte featuring xscape,keep on keepin on,4335
0.24,DaBaby,Cry Baby,4336
0.24,electric light orchestra,livin thing,4337
0.24,SZA,Nobody Gets Me,4338
0.24,tony joe white,polk salad annie,4339
0.24,Bad Bunny,Party,4340
0.24,debelah morgan,dance with me,4341
0.24,inner circle,sweat a la la la la long,4342
0.24,patty duke,dont just stand there,4343
0.24,ludacris,southern hospitality,4344
0.24,ludacris,get back,4345
0.24,YK Osiris,Worth It,4346
0.24,paul mccartney and wings,jet,4347
0.24,tim mcgraw featuring taylor swift and keith urban,highway dont care,4348
0.24,linda ronstadt,ooo baby baby,4349
0.24,michael w smith,place in this world,4350
0.24,evanescence,call me when youre sober,4351
0.24,rihanna,cheers drink to that,4352
0.24,chris brown featuring usher and rick ross,new flame,4353
0.24,expose,let me be the one,4354
0.24,trey songz,heart attack,4355
0.24,earth wind  fire,serpentine fire,4356
0.24,timex social club,rumors,4357
0.24,tom petty and the heartbreakers,mary janes last dance,4358
0.24,dionne warwick,message to michael,4359
0.24,king floyd,groove me,4360
0.24,bruce springsteen,secret garden,4361
0.24,neil diamond,yesterdays songs,4362
0.24,james brown,cold sweat,4363
0.24,vanilla fudge,you keep me hangin on,4364
0.24,shania twain,man i feel like a woman,4365
0.24,fleetwood mac,rhiannon,4366
0.24,boys like girls,the great escape,4367
0.24,neil  dara sedaka,shouldve never let you go,4368
0.24,britney spears,from the bottom of my broken heart,4369
0.24,julian lennon,too late for goodbyes,4370
0.24,icehouse,electric blue,4371
0.23,the turtles,shed rather be with me,4372
0.23,Oliver Anthony Music,Rich Men North of Richmond,4373
0.23,luke bryan,thats my kind of night,4374
0.23,mountain,mississippi queen,4375
0.23,charlie dore,pilot of the airwaves,4376
0.23,annie lennox,no more i love yous,4377
0.23,joan jett  the blackhearts,crimson and clover,4378
0.23,n2deep,back to the hotel,4379
0.23,savage garden,crash and burn,4380
0.23,johnny rivers,rockin pneumonia and the boogie woogie flu,4381
0.23,queen,killer queen,4382
0.23,lou rawls,love is a hurtin thing,4383
0.23,dream academy,life in a northern town,4384
0.23,erykah badu featuring common,love of my life an ode to hiphop,4385
0.23,natalie merchant,jealousy,4386
0.23,kirko bangz,drank in my cup,4387
0.23,carrie underwood,jesus take the wheel,4388
0.23,len,steal my sunshine,4389
0.23,goo goo dolls,here is gone,4390
0.23,green day,21 guns,4391
0.23,tim mcgraw,grown men dont cry,4392
0.23,kenny rogers  the first edition,ruby dont take your love to town,4393
0.23,the beatles,got to get you into my life,4394
0.23,supertramp,give a little bit,4395
0.23,swv,anything,4396
0.23,earth wind  fire,september,4397
0.23,ice cube,it was a good day,4398
0.23,50 cent featuring mobb deep,outta control,4399
0.23,michael jackson and justin timberlake,love never felt so good,4400
0.23,george duke  stanley clarke,sweet baby,4401
0.23,the miracles,the tracks of my tears,4402
0.23,unk,2 step,4403
0.23,bobby goldsboro,watching scotty grow,4404
0.23,james newton howard featuring jennifer lawrence,the hanging tree,4405
0.23,bruce hornsby and the range,the valley road,4406
0.23,michael jackson,thriller,4407
0.23,bob welch,sentimental lady,4408
0.23,the beatles,revolution,4409
0.23,alicia keys,unthinkable im ready,4410
0.23,Bad Bunny,Después de la Playa,4411
0.23,the lox featuring dmx and lil kim,money power  respect,4412
0.23,bill withers,use me,4413
0.23,poison,something to believe in,4414
0.23,50 Cent,The Woo,4415
0.23,julian lennon,valotte,4416
0.23,survivor,is this love,4417
0.23,selena gomez  the scene,who says,4418
0.23,elton john,dont let the sun go down on me,4419
0.23,tiffany,all this time,4420
0.23,debarge,all this love,4421
0.23,Daya,"Sit Still, Look Pretty",4422
0.23,The Weeknd,Call Out My Name,4423
0.22,ot genasis,coco,4424
0.22,Coi Leray,No More Parties,4425
0.22,rihanna featuring chris brown,birthday cake,4426
0.22,the beach boys,barbara ann,4427
0.22,bobby brown,dont be cruel,4428
0.22,faith evans,you used to love me,4429
0.22,paula deanda featuring the dey,walk away remember me,4430
0.22,ti,u dont know me,4431
0.22,melissa etheridge,i want to come over,4432
0.22,ike  tina turner,i want to take you higher,4433
0.22,Lil Baby,Sum 2 Prove,4434
0.22,shaun cassidy,thats rock n roll,4435
0.22,leblanc  carr,falling,4436
0.22,kathy troccoli,everything changes,4437
0.22,matthews southern comfort,woodstock,4438
0.22,bee gees,fanny be tender with my love,4439
0.22,sly  the family stone,family affair,4440
0.22,joe south,games people play,4441
0.22,the verve,bitter sweet symphony,4442
0.22,danity kane featuring yung joc,show stopper,4443
0.22,linkin park,breaking the habit,4444
0.22,the allman brothers band,ramblin man,4445
0.22,sammy hagar,your love is driving me crazy,4446
0.22,kanye west featuring tpain,good life,4447
0.22,gary puckett  the union gap,woman woman,4448
0.22,Playboi Carti,Magnolia,4449
0.22,seal,fly like an eagle,4450
0.22,mike oldfield,tubular bells,4451
0.22,christina aguilera,fighter,4452
0.22,soulja boy tell em,turn my swag on,4453
0.22,dierks bentley,drunk on a plane,4454
0.22,the police,every little thing she does is magic,4455
0.22,power station,some like it hot,4456
0.22,captain hollywood project,more and more,4457
0.22,keith,986,4458
0.22,herb alpert,diamonds,4459
0.22,dan fogelberg,same old lang syne,4460
0.22,miami sound machine,bad boy,4461
0.22,milli vanilli,all or nothing,4462
0.22,Jay Rock,King's Dead,4463
0.22,Chris Stapleton,You Should Probably Leave,4464
0.22,al stewart,time passages,4465
0.22,madonna,holiday,4466
0.22,chad brock,yes,4467
0.22,michael jackson,off the wall,4468
0.22,dj khaled featuring tpain ludacris snoop dogg and rick ross,all i do is win,4469
0.22,eddie kendricks,shoeshine boy,4470
0.22,brenda lee,too many rivers,4471
0.22,chris isaak,wicked game,4472
0.22,joshua kadison,beautiful in my eyes,4473
0.22,Taylor Swift,Wildest Dreams,4474
0.22,jake owen,barefoot blue jean night,4475
0.22,mary j blige,no more drama,4476
0.22,kendrick lamar,swimming pools drank,4477
0.22,Luke Bryan,Knockin' Boots,4478
0.22,cher and peter cetera,after all,4479
0.21,the dave clark five,i like it like that,4480
0.21,peaches  herb,i pledge my love,4481
0.21,ashford  simpson,solid,4482
0.21,the turtles,elenore,4483
0.21,expose,point of no return,4484
0.21,thedream,rockin that thang,4485
0.21,dino,romeo,4486
0.21,kevin rudolf featuring birdman jay sean and lil wayne,i made it cash money heroes,4487
0.21,ray charles,here we go again,4488
0.21,natasha bedingfield,these words,4489
0.21,blake shelton,sure be cool if you did,4490
0.21,deborah cox,who do u love,4491
0.21,zac brown band featuring jimmy buffett,knee deep,4492
0.21,nick cannon featuring r kelly,gigolo,4493
0.21,joe cocker,the letter,4494
0.21,zz top,sleeping bag,4495
0.21,bob,so good,4496
0.21,ginuwine,so anxious,4497
0.21,mariah carey featuring cameo,loverboy,4498
0.21,SZA,Love Galore,4499
0.21,jimmy castor bunch,troglodyte cave man,4500
0.21,the turtles,you showed me,4501
0.21,the temptations,masterpiece,4502
0.21,dirty vegas,days go by,4503
0.21,bee gees,love so right,4504
0.21,pablo cruise,cool love,4505
0.21,immature,constantly,4506
0.21,santa esmeralda,dont let me be misunderstood,4507
0.21,bobby brown,roni,4508
0.21,katy perry,birthday,4509
0.21,anne murray,a love song,4510
0.21,oleta adams,get here,4511
0.21,Thomas Rhett,What's Your Country Song,4512
0.21,ciara featuring chamillionaire,get up,4513
0.21,lil kim featuring puff daddy,no time,4514
0.21,george strait,the best day,4515
0.21,air supply,here i am,4516
0.21,judy collins,amazing grace,4517
0.21,pet shop boys,always on my mind,4518
0.21,eternal,stay,4519
0.21,ollie  jerry,breakin theres no stopping us,4520
0.21,young jeezy featuring r kelly,go getta,4521
0.21,dionne warwick,heartbreaker,4522
0.21,shadows of knight,gloria,4523
0.21,def leppard,have you ever needed someone so bad,4524
0.21,earth wind  fire,getaway,4525
0.21,2pac,thugz mansion,4526
0.21,busta rhymes,dangerous,4527
0.21,bt express,do it til youre satisfied,4528
0.21,Justin Bieber,Stuck with U,4529
0.21,DJ Snake,Middle,4530
0.21,Post Malone,Dial Drunk,4531
0.204,next,butta love,4532
0.2,case featuring joe,faded pictures,4533
0.2,A Boogie wit da Hoodie,Drowning,4534
0.2,ashanti,baby,4535
0.2,bobby goldsboro,little things,4536
0.2,Pink,One Too Many,4537
0.2,Pop Smoke,Mood Swings,4538
0.2,Lee Brice,Rumor,4539
0.2,michael mcdonald,i keep forgettin every time youre near,4540
0.2,hellogoodbye,here in your arms,4541
0.2,redbone,the witch queen of new orleans,4542
0.2,tevin campbell,round and round,4543
0.2,sugarland,stuck like glue,4544
0.2,madonna,angel,4545
0.2,sam smith,lay me down,4546
0.2,electric light orchestra,dont bring me down,4547
0.2,the spinners,the rubberband man,4548
0.2,jefferson airplane,white rabbit,4549
0.2,john lennon,nobody told me,4550
0.2,cream,white room,4551
0.2,luke bryan,country girl shake it for me,4552
0.2,the cars,tonight she comes,4553
0.2,luscious jackson,naked eye,4554
0.2,the supremes,my world is empty without you,4555
0.2,michael johnson,bluer than blue,4556
0.2,donny and marie osmond,im leaving it up to you,4557
0.2,black box,everybody everybody,4558
0.2,brenda russell featuring joe esposito,piano in the dark,4559
0.2,richard marx,take this heart,4560
0.2,tee set,ma belle amie,4561
0.2,train,50 ways to say goodbye,4562
0.2,Lil Durk,Broadway Girls,4563
0.2,mariah carey featuring miguel,beautiful,4564
0.2,craig mack,flava in ya ear,4565
0.2,helen reddy,peaceful,4566
0.2,journey,faithfully,4567
0.2,the isley brothers featuring r kelly and chante moore,contagious,4568
0.2,electric light orchestra,hold on tight,4569
0.2,spice girls,spice up your life,4570
0.2,the black eyed peas,dont lie,4571
0.2,donell jones,where i wanna be,4572
0.2,aerosmith,love in an elevator,4573
0.2,electric light orchestra,cant get it out of my head,4574
0.2,fleetwood mac,big love,4575
0.2,hall  oates,shes gone,4576
0.2,tim mcgraw,live like you were dying,4577
0.2,Ellie Goulding,On My Mind,4578
0.2,u2,hold me thrill me kiss me kill me,4579
0.2,the cuff links,tracy,4580
0.2,Billie Eilish,What Was I Made For?,4581
0.2,eagles,the long run,4582
0.2,lady antebellum,bartender,4583
0.2,Bad Bunny,Te Boté,4584
0.2,digable planets,rebirth of slick cool like dat,4585
0.2,dave edmunds,i hear you knocking,4586
0.2,coldplay,clocks,4587
0.2,zac brown band,chicken fried,4588
0.192,Maroon 5,What Lovers Do,4589
0.19,jaheim,put that woman first,4590
0.19,the spinners,one of a kind love affair,4591
0.19,curtis mayfield,freddies dead,4592
0.19,queen latifah,unity,4593
0.19,marvin gaye  tammi terrell,youre all i need to get by,4594
0.19,bon jovi,lay your hands on me,4595
0.19,peter and gordon,true love ways,4596
0.19,amber,this is your night,4597
0.19,rod stewart,love touch,4598
0.19,culture club,church of the poison mind,4599
0.19,Latto,Seven,4600
0.19,pretty ricky,on the hotline,4601
0.19,toby keith,red solo cup,4602
0.19,todd rundgren,hello its me,4603
0.19,kool  the gang,get down on it,4604
0.19,Halsey,You Should Be Sad,4605
0.19,toby keith,how do you like me now,4606
0.19,al green,shalala make me happy,4607
0.19,the dells,oh what a night,4608
0.19,Duncan Laurence,Arcade,4609
0.19,orleans,still the one,4610
0.19,Florida Georgia Line,Simple,4611
0.19,alice cooper,i never cry,4612
0.19,mickey gilley,stand by me,4613
0.19,mary j blige,just fine,4614
0.19,bee gees,lonely days,4615
0.19,van halen,when its love,4616
0.19,jessica andrews,who i am,4617
0.19,eric clapton,promises,4618
0.19,four tops,bernadette,4619
0.19,jennifer lopez,get right,4620
0.19,firehouse,when i look into your eyes,4621
0.19,bruce springsteen,im on fire,4622
0.19,Kanye West,Pop Style,4623
0.19,naughty boy featuring sam smith,la la la,4624
0.19,john schneider,its now or never,4625
0.19,"queensr""yche",silent lucidity,4626
0.19,joe jackson,steppin out,4627
0.19,lou gramm,midnight blue,4628
0.19,the originals,the bells,4629
0.19,ilovemakonnen featuring drake,tuesday,4630
0.19,usher featuring plies,hey daddy daddys home,4631
0.19,jackson browne,running on empty,4632
0.19,blue october,hate me,4633
0.19,A Boogie wit da Hoodie,Swervin,4634
0.19,Parmalee,Take My Name,4635
0.19,olly murs featuring flo rida,troublemaker,4636
0.19,beyonce,diva,4637
0.19,billy joel,i go to extremes,4638
0.19,kenny chesney,the good stuff,4639
0.19,bob dylan,rainy day women 12  35,4640
0.19,alan jackson,remember when,4641
0.19,brad paisley and carrie underwood,remind me,4642
0.18,jade,i wanna love you,4643
0.18,britney spears,piece of me,4644
0.18,raphael saadiq,ask of you,4645
0.18,the foundations,baby now that ive found you,4646
0.18,ronnie milsap,any day now,4647
0.18,michael bolton,to love somebody,4648
0.18,gwen stefani,wind it up,4649
0.18,Pop Smoke,Dior,4650
0.18,kenny loggins  stevie nicks,whenever i call you friend,4651
0.18,erykah badu,on  on,4652
0.18,carly simon,nobody does it better,4653
0.18,when in rome,the promise,4654
0.18,the sandpipers,guantanamera,4655
0.18,babyface,whip appeal,4656
0.18,the fortunes,here comes that rainy day feeling again,4657
0.18,sheila e,a love bizarre,4658
0.18,pat benatar,treat me right,4659
0.18,joe simon,power of love,4660
0.18,america,lonely people,4661
0.18,the beatles,something,4662
0.18,erick sermon featuring marvin gaye,music,4663
0.18,donna fargo,funny face,4664
0.18,ciara,body party,4665
0.18,robin thicke featuring ti and pharrell,blurred lines,4666
0.18,daryl hall  john oates,method of modern love,4667
0.18,paul carrack,dont shed a tear,4668
0.18,Adele,When We Were Young,4669
0.18,christie,yellow river,4670
0.18,john mayer,daughters,4671
0.18,queen,youre my best friend,4672
0.18,r kelly,you remind me of something,4673
0.18,Bad Bunny,Yonaguni,4674
0.18,Sam Smith,How Do You Sleep?,4675
0.18,dev,in the dark,4676
0.18,four tops,its the same old song,4677
0.18,will to power,im not in love,4678
0.18,pat benatar,heartbreaker,4679
0.18,quarterflash,take me to heart,4680
0.18,usher,there goes my baby,4681
0.18,tim mcgraw,my best friend,4682
0.18,loreena mckennitt,the mummers dance,4683
0.18,christopher cross,think of laura,4684
0.18,ilovememphis,hit the quan,4685
0.18,sonny  cher,the beat goes on,4686
0.18,tom t hall,i love,4687
0.18,crowded house,something so strong,4688
0.18,N.E.R.D,Lemon,4689
0.18,Gucci Mane,Both,4690
0.18,selena gomez  the scene,love you like a love song,4691
0.18,seal,prayer for the dying,4692
0.18,britney spears,everytime,4693
0.18,fat joe featuring r kelly,we thuggin,4694
0.18,ashanti,rain on me,4695
0.18,roger voudouris,get used to it,4696
0.18,Lil Durk,What Happened to Virgil,4697
0.18,r kelly,when a womans fed up,4698
0.17,sweet inspirations,sweet inspiration,4699
0.17,the guess who featuring wolfman jack,clap for the wolfman,4700
0.17,bryan adams,heat of the night,4701
0.17,brad paisley,then,4702
0.17,Pink,What About Us,4703
0.17,kenny chesney,how forever feels,4704
0.17,Wham!,Last Christmas,4705
0.17,joe,dont wanna be a player,4706
0.17,macklemore and ryan lewis featuring eric nally melle mel kool moe dee and grandmaster caz,downtown,4707
0.17,ambrosia,how much i feel,4708
0.17,the royal guardsmen,snoopy vs the red baron,4709
0.17,genesis,throwing it all away,4710
0.17,pussycat dolls featuring william,beep,4711
0.17,Benee,Supalonely,4712
0.17,chris rea,fool if you think its over,4713
0.17,chris brown,turn up the music,4714
0.17,sting,well be together,4715
0.17,Future,Puffin on Zootiez,4716
0.17,boyz ii men,uhh ahh,4717
0.17,en vogue,give it up turn it loose,4718
0.17,steve holy,good morning beautiful,4719
0.17,willa ford,i wanna be bad,4720
0.17,DaBaby,Baby,4721
0.17,the fortunes,youve got your troubles,4722
0.17,thompson twins,lay your hands on me,4723
0.17,mark wills,19 somethin,4724
0.17,lloyd featuring ashanti,southside,4725
0.17,santana,winning,4726
0.17,paul young,oh girl,4727
0.17,debarge,time will reveal,4728
0.17,edie brickell  new bohemians,what i am,4729
0.17,az,sugar hill,4730
0.17,goo goo dolls,broadway,4731
0.17,gary puckett  the union gap,this girl is a woman now,4732
0.17,rick ross featuring tpain,the boss,4733
0.17,jerry butler  brenda lee eager,aint understanding mellow,4734
0.17,the who,wont get fooled again,4735
0.17,rufus,you got the love,4736
0.17,jefferson starship,with your love,4737
0.17,olivia newtonjohn,make a move on me,4738
0.17,dionne warwick,dej`a vu,4739
0.17,toby keith,as good as i once was,4740
0.17,new boyz featuring the cataracs and dev,backseat,4741
0.17,tara kemp,piece of my heart,4742
0.17,Daya,Hide Away,4743
0.17,100 proof aged in soul,somebodys been sleeping,4744
0.17,taylor swift,today was a fairytale,4745
0.17,lady gaga featuring r kelly,do what u want,4746
0.17,the sylvers,high school dance,4747
0.17,wilson pickett,land of 1000 dances,4748
0.17,ohio players,funky worm,4749
0.17,stray cats,shes sexy  17,4750
0.17,Niko Moon,Good Time,4751
0.16,warren g,i shot the sheriff,4752
0.16,denise lasalle,trapped by a thing called love,4753
0.16,dem franchize boyz featuring jermaine dupri da brat and bow wow,i think they like me,4754
0.16,foxy,get off,4755
0.16,shakira featuring rihanna,cant remember to forget you,4756
0.16,kenny nolan,loves grown deep,4757
0.16,Parker McCollum,Handle on You,4758
0.16,janis ian,societys child,4759
0.16,Carrie Underwood,If I Didn't Love You,4760
0.16,brooke valentine featuring lil jon and big boi,girlfight,4761
0.16,glenn medeiros,nothings gonna change my love for you,4762
0.16,Luke Combs,Even Though I'm Leaving,4763
0.16,big pun featuring joe,still not a player,4764
0.16,eddie rabbitt,suspicions,4765
0.16,the shades of blue,oh how happy,4766
0.16,Kane Brown,Like I Love Country Music,4767
0.16,da brat featuring tyrese,whatchu like,4768
0.16,sam hunt,house party,4769
0.16,beenie man,dude,4770
0.16,kool  the gang,take my heart you can have it if you want it,4771
0.16,kris kross,alright,4772
0.16,rob thomas,her diamonds,4773
0.16,jim croce,ill have to say i love you in a song,4774
0.16,champaign,try again,4775
0.16,planet soul,set u free,4776
0.16,kenny chesney,dont happen twice,4777
0.16,regina,baby love,4778
0.16,debarge,whos holding donna now,4779
0.16,the miracles,if you can want,4780
0.16,Chris Stapleton,Say Something,4781
0.16,the script featuring william,hall of fame,4782
0.16,timbaland featuring drake,say something,4783
0.16,better than ezra,good,4784
0.16,young gunz,cant stop wont stop,4785
0.16,Ty Dolla Sign,Swalla,4786
0.16,drake,headlines,4787
0.16,foghat,slow ride,4788
0.16,mike post,the rockford files,4789
0.16,rihanna featuring sean paul,break it off,4790
0.16,the ides of march,vehicle,4791
0.16,the police,wrapped around your finger,4792
0.16,joe tex,hold what youve got,4793
0.16,aaliyah,rock the boat,4794
0.16,the rolling stones,angie,4795
0.16,eddie rabbitt,drivin my life away,4796
0.16,Thomas Rhett,Look What God Gave Her,4797
0.16,Major Lazer,Lean On,4798
0.16,the beatles,come together,4799
0.16,d mob featuring cathy dennis,cmon and get my love,4800
0.16,joan jett and the blackhearts,i hate myself for loving you,4801
0.16,jesus jones,real real real,4802
0.16,keha,die young,4803
0.16,kid rock,all summer long,4804
0.16,harry chapin,taxi,4805
0.16,barbra streisand  barry gibb,what kind of fool,4806
0.16,boys club,i remember holding you,4807
0.15,Shawn Mendes,I Know What You Did Last Summer,4808
0.15,shalamar,dead giveaway,4809
0.15,ohio players,whod she coo,4810
0.15,kandi,dont think im not,4811
0.15,beverly bremers,dont say you dont remember,4812
0.15,Migos,Slippery,4813
0.15,Drake,I'm Upset,4814
0.15,phil collins,everyday,4815
0.15,the pipkins,gimme dat ding,4816
0.15,beyonce,best thing i never had,4817
0.15,sister janet mead,the lords prayer,4818
0.15,5 seconds of summer,amnesia,4819
0.15,foreigner,i dont want to live without you,4820
0.15,jesse mccartney featuring ludacris,how do you sleep,4821
0.15,chris brown,say goodbye,4822
0.15,john cougar mellencamp,pink houses,4823
0.15,the jackson 5,mamas pearl,4824
0.15,britney spears,sometimes,4825
0.15,cathy dennis,just another dream,4826
0.15,Kid Cudi,The Scotts,4827
0.15,peter and gordon,woman,4828
0.15,neil diamond,girl youll be a woman soon,4829
0.15,bob seger system,ramblin gamblin man,4830
0.15,paula abdul,its just the way that you love me,4831
0.15,joe tex,aint gonna bump no more with no big fat woman,4832
0.15,alan jackson,drive for daddy gene,4833
0.15,arcadia,election day,4834
0.15,guns n roses,paradise city,4835
0.15,new edition,hit me off,4836
0.15,dangelo,brown sugar,4837
0.15,lifehouse,first time,4838
0.15,bruce springsteen,brilliant disguise,4839
0.15,tpain featuring wiz khalifa and lily allen,5 oclock,4840
0.15,brian mcknight featuring mase,you should be mine dont waste your time,4841
0.15,chris brown and tyga,ayo,4842
0.15,rex smith,you take my breath away,4843
0.15,diana ross,mirror mirror,4844
0.15,tavares,it only takes a minute,4845
0.15,the animals,we gotta get out of this place,4846
0.15,the mills brothers,cab driver,4847
0.15,blue ridge rangers,jambalaya on the bayou,4848
0.15,the klf,justified and ancient,4849
0.15,gunit featuring joe,wanna get to know you,4850
0.15,Peso Pluma,Por Las Noches,4851
0.15,Kane Brown,Good as You,4852
0.15,brooks  dunn,red dirt road,4853
0.15,john cougar mellencamp,lonely ol night,4854
0.15,diamond rio,one more day,4855
0.15,trey songz,cant help but wait,4856
0.15,ice cube featuring das efx,check yo self,4857
0.15,electric light orchestra,sweet talkin woman,4858
0.15,supertramp,take the long way home,4859
0.15,john lennon,watching the wheels,4860
0.14,Doja Cat,Juicy,4861
0.14,the supremes  the temptations,im gonna make you love me,4862
0.14,alice cooper,how you gonna see me now,4863
0.14,r kelly,i wish,4864
0.14,al b sure,nite and day,4865
0.14,the gogos,vacation,4866
0.14,Harry Styles,Sign of the Times,4867
0.14,ti featuring iggy azalea,no mediocre,4868
0.14,tim mcgraw,dont take the girl,4869
0.14,luke bryan,kick the dust up,4870
0.14,rose royce,i wanna get next to you,4871
0.14,Offset,Clout,4872
0.14,bobby vinton,sealed with a kiss,4873
0.14,samantha fox,i wanna have some fun,4874
0.14,smokey robinson,just to see her,4875
0.14,Remy Ma,All the Way Up,4876
0.14,jackson browne,lawyers in love,4877
0.14,robin mcnamara,lay a little lovin on me,4878
0.14,joe walsh,lifes been good,4879
0.14,fleetwood mac,sara,4880
0.14,the beau brummels,laugh laugh,4881
0.14,jewel,standing still,4882
0.14,elton john,nikita,4883
0.14,rocko featuring future and rick ross,uoeno,4884
0.14,jason derulo,dont wanna go home,4885
0.14,mo thugs,ghetto cowboy,4886
0.14,aaron neville,everybody plays the fool,4887
0.14,dierks bentley,what was i thinkin,4888
0.14,Kenny Chesney,Get Along,4889
0.14,Ariana Grande,POV,4890
0.14,christina perri,a thousand years,4891
0.14,heart,tell it like it is,4892
0.14,ringo starr,no no song,4893
0.14,total,no one else,4894
0.14,the chambers brothers,time has come today,4895
0.14,the cover girls,we cant go wrong,4896
0.14,thin lizzy,the boys are back in town,4897
0.14,ratt,round and round,4898
0.14,the turtles,you baby,4899
0.14,lamont dozier,trying to hold on to my woman,4900
0.14,gloria estefan,turn the beat around,4901
0.14,sting,fields of gold,4902
0.14,john legend,ordinary people,4903
0.14,heart,what about love,4904
0.14,gavin degraw,in love with a girl,4905
0.14,lobo,dont expect me to be your friend,4906
0.14,50 cent featuring justin timberlake and timbaland,ayo technology,4907
0.14,madonna,dont cry for me argentina,4908
0.14,color me badd,slow motion,4909
0.14,Bad Bunny,Ojitos Lindos,4910
0.14,Old Dominion,Memory Lane,4911
0.14,the buoys,timothy,4912
0.14,marvin gaye  tammi terrell,aint no mountain high enough,4913
0.13,moving pictures,what about me,4914
0.13,the stylistics,break up to make up,4915
0.13,XXXTentacion,Moonlight,4916
0.13,foreigner,double vision,4917
0.13,fastball,out of my head,4918
0.13,the rolling stones,the last time,4919
0.13,alice deejay,better off alone,4920
0.13,ghost town djs,my boo,4921
0.13,rick astley,she wants to dance with me,4922
0.13,the partridge family,i woke up in love this morning,4923
0.13,jaheim featuring next,anything,4924
0.13,carrie underwood,undo it,4925
0.13,dionne warwick,do you know the way to san jose,4926
0.13,Kaliii,Area Codes,4927
0.13,black box,strike it up,4928
0.13,david ruffin,walk away from love,4929
0.13,the gogos,head over heels,4930
0.13,todd rundgren,i saw the light,4931
0.13,steve winwood,dont you know what the night can do,4932
