MYCS,artist,song,ranking
0.13,stevie wonder,dont you worry bout a thing,4933
0.13,phil collins,take me home,4934
0.13,emeli sande,next to me,4935
0.13,marvin gaye,i heard it through the grapevine,4936
0.13,ronnie milsap,smoky mountain rain,4937
0.13,paul mccartney  wings,juniors farm,4938
0.13,sandy posey,i take it back,4939
0.13,the game featuring lil wayne,my life,4940
0.13,jason aldean,take a little ride,4941
0.13,the supremes,up the ladder to the roof,4942
0.13,after 7,til you do me right,4943
0.13,kongos,come with me now,4944
0.13,Swae Lee,Be Like That,4945
0.13,the black eyed peas,lets get it started,4946
0.13,michael bolton,when im back on my feet again,4947
0.13,hall  oates,wait for me,4948
0.13,heavy d  the boyz,got me waiting,4949
0.13,ruben studdard,flying without wings,4950
0.13,big sean featuring drake,blessings,4951
0.13,inoj,love you down,4952
0.13,dino,ooh child,4953
0.13,travis tritt,its a great day to be alive,4954
0.13,david lee roth,california girls,4955
0.13,bow wow featuring tpain and johnt'a austin,outta my system,4956
0.13,Blanco Brown,Just the Way,4957
0.13,van halen,oh pretty woman,4958
0.13,david guetta featuring flo rida and nicki minaj,where them girls at,4959
0.13,heart,who will you run to,4960
0.13,Adele,Water Under the Bridge,4961
0.13,Jason Aldean,Trouble with a Heartbreak,4962
0.13,Silentó,Watch Me,4963
0.13,swv and puff daddy,someone,4964
0.13,queen,somebody to love,4965
0.13,the vogues,five oclock world,4966
0.12,Kane Brown,Homesick,4967
0.12,the babys,everytime i think of you,4968
0.12,Miley Cyrus,Malibu,4969
0.12,keith sweat,make you sweat,4970
0.12,go west,faithful,4971
0.12,sean kingston and justin bieber,eenie meenie,4972
0.12,bone thugsnharmony,1st of tha month,4973
0.12,jud strunk,daisy a day,4974
0.12,miranda lambert,mamas broken heart,4975
0.12,creedence clearwater revival,travelin band,4976
0.12,george ezra,budapest,4977
0.12,boz scaggs,jojo,4978
0.12,bruce willis,respect yourself,4979
0.12,kenny chesney featuring uncle kracker,when the sun goes down,4980
0.12,vanessa williams,dreamin,4981
0.12,keyshia cole,i remember,4982
0.12,rihanna,you da one,4983
0.12,the tremeloes,here comes my baby,4984
0.12,eminem,sing for the moment,4985
0.12,barry manilow,i made it through the rain,4986
0.12,rundmc,walk this way,4987
0.12,isaac hayes,theme from shaft,4988
0.12,the lovin spoonful,do you believe in magic,4989
0.12,2pac featuring eric williams,do for love,4990
0.12,Chris Brown,Back to Sleep,4991
0.12,sailcat,motorcycle mama,4992
0.12,jayz,hard knock life ghetto anthem,4993
0.12,peter frampton,baby i love your way live,4994
0.12,michael bolton,go the distance,4995
0.12,simon  garfunkel,scarborough faircanticle,4996
0.12,the click five,just the girl,4997
0.12,The Weeknd,Take My Breath,4998
0.12,trick daddy,im a thug,4999
0.12,whitney houston,one moment in time,5000
0.12,Kane Brown,Bury Me in Georgia,5001
0.12,jethro tull,bungle in the jungle,5002
0.12,captain  tennille,muskrat love,5003
0.12,gerardo,rico suave,5004
0.12,Marshmello,One Thing Right,5005
0.12,the pointer sisters,should i do it,5006
0.12,brandy,full moon,5007
0.12,los bravos,black is black,5008
0.12,billy joel,the longest time,5009
0.12,kool  the gang,fresh,5010
0.12,color me badd,thinkin back,5011
0.12,high inergy,you cant turn me off in the middle of turning me on,5012
0.12,chris brown,she aint you,5013
0.12,justin bieber,one time,5014
0.12,the black eyed peas,pump it,5015
0.12,michael jackson,human nature,5016
0.12,charlie rich,a very special love song,5017
0.12,lil wayne featuring drake,believe me,5018
0.12,junior mafia featuring the notorious big,get money,5019
0.12,crazy elephant,gimme gimme good lovin,5020
0.11,new kids on the block,this ones for the children,5021
0.11,eve 6,heres to the night,5022
0.11,cher,all i really want to do,5023
0.11,tim mcgraw,indian outlaw,5024
0.11,rodney atkins,take a back road,5025
0.11,robert knight,everlasting love,5026
0.11,lil wayne featuring drake,right above it,5027
0.11,billy idol,hot in the city,5028
0.11,J Balvin,X,5029
0.11,candi staton,young hearts run free,5030
0.11,kool  the gang,tonight,5031
0.11,the jets,cross my broken heart,5032
0.11,the beatles,nowhere man,5033
0.11,eminem,when im gone,5034
0.11,anita baker,sweet love,5035
0.11,Dua Lipa,We're Good,5036
0.11,gloria estefan and miami sound machine,cant stay away from you,5037
0.11,instant funk,i got my mind made up you can get it girl,5038
0.11,the sandpipers,come saturday morning,5039
0.11,melissa etheridge,like the way i do,5040
0.11,real mccoy,one more time,5041
0.11,rihanna,shut up and drive,5042
0.11,darryl worley,have you forgotten,5043
0.11,neil diamond,september morn,5044
0.11,rod stewart,reason to believe,5045
0.11,original cast of godspell,day by day,5046
0.11,james brown,say it loud  im black and im proud,5047
0.11,hall  oates,youve lost that lovin feelin,5048
0.11,inxs,disappear,5049
0.11,aerosmith,walk this way,5050
0.11,mike will madeit featuring miley cyrus wiz khalifa and juicy j,23,5051
0.11,jermaine jackson,do what you do,5052
0.11,havana brown featuring pitbull,we run the night,5053
0.11,linda ronstadt,its so easy,5054
0.11,naughty by nature featuring zhane,jamboree,5055
0.11,luke featuring no good but so good,raise the roof,5056
0.11,charles  eddie,would i lie to you,5057
0.11,kanye west featuring dwele,flashing lights,5058
0.11,Young Thug,No Limit,5059
0.11,lonestar,what about now,5060
0.11,maxi priest featuring shaggy,that girl,5061
0.11,ryan cabrera,TRUE,5062
0.11,deodato,also sprach zarathustra 2001,5063
0.11,leo sayer,long tall glasses,5064
0.11,toby keith,american soldier,5065
0.11,Peso Pluma,PRC,5066
0.11,thomas rhett,it goes like this,5067
0.11,babyface,its no crime,5068
0.11,Marian Hill,Down,5069
0.11,DaBaby,Cash Shit,5070
0.11,booker t  the mgs,hang em high,5071
0.11,def leppard,photograph,5072
0.11,b2k,uh huh,5073
0.11,lady antebellum,i run to you,5074
0.11,gladys knight  the pips,if i were your woman,5075
0.11,jim stafford,my girl bill,5076
0.11,Rod Wave,Rags2Riches,5077
0.108,tpain,im sprung,5078
0.1,michael jackson,dont stop til you get enough,5079
0.1,Jordan Davis,What My World Spins Around,5080
0.1,madonna,hung up,5081
0.1,odyssey,native new yorker,5082
0.1,O.T. Genasis,Cut It,5083
0.1,neil diamond,i ami said,5084
0.1,mike posner,please dont go,5085
0.1,the temptations,psychedelic shack,5086
0.1,deeelite,groove is in the heart,5087
0.1,lil wayne featuring bobby valentino,mrs officer,5088
0.1,ace hood featuring future and rick ross,bugatti,5089
0.1,dr buzzards original savannah band,cherchez la femme,5090
0.1,Miranda Lambert,Bluebird,5091
0.1,amy grant,thats what love is for,5092
0.1,red hot chili peppers,snow hey oh,5093
0.1,kelly clarkson,heartbeat song,5094
0.1,tears for fears,break it down again,5095
0.1,christine mcvie,got a hold on me,5096
0.1,neil sedaka,breaking up is hard to do,5097
0.1,Jake Scott,She Likes It,5098
0.1,alice cooper,poison,5099
0.1,george michael,kissing a fool,5100
0.1,firehouse,i live my life for you,5101
0.1,hermans hermits,dandy,5102
0.1,sammie,i like it,5103
0.1,kim wilde,kids in america,5104
0.1,miranda lambert,the house that built me,5105
0.1,Demi Lovato,No Promises,5106
0.1,kenny chesney,no shoes no shirt no problems,5107
0.1,Eric Church,Hell of a View,5108
0.1,paul mccartney and wings,helen wheels,5109
0.1,omarion,o,5110
0.1,lou rawls,your good thing is about to end,5111
0.1,moody blues,your wildest dreams,5112
0.1,johnny nash,stir it up,5113
0.1,olivia newtonjohn  cliff richard,suddenly,5114
0.1,do or die featuring twista,po pimp,5115
0.1,manfred mann,the mighty quinn,5116
0.1,nu flavor,heaven,5117
0.1,yes,roundabout,5118
0.1,the time,jungle love,5119
0.1,elton john,someone saved my life tonight,5120
0.1,little anthony and the imperials,take me back,5121
0.1,blackstreet featuring m'ya mase and blinky blink,take me there,5122
0.1,jayz,change clothes,5123
0.1,celine dion,a new day has come,5124
0.1,kelly clarkson,i do not hook up,5125
0.1,kool  the gang,victory,5126
0.1,musical youth,pass the dutchie,5127
0.1,jake owen,beachin,5128
0.1,george benson,give me the night,5129
0.1,toby keith,you shouldnt kiss me like this,5130
0.1,peter paul and mary,i dig rock and roll music,5131
0.1,YoungBoy Never Broke Again,Outside Today,5132
0.1,aerosmith,what it takes,5133
0.09,richard marx,keep coming back,5134
0.09,miguel,sure thing,5135
0.09,three 6 mafia featuring young buck and 8ball  mjg,stay fly,5136
0.09,little river band,man on your mind,5137
0.09,joey mcintyre,stay the same,5138
0.09,avril lavigne,dont tell me,5139
0.09,paul mccartney,spies like us,5140
0.09,joey lawrence,nothin my love cant fix,5141
0.09,anne murray,broken hearted me,5142
0.09,metallica,until it sleeps,5143
0.09,Lainey Wilson,Never Say Never,5144
0.09,parliament,flash light,5145
0.09,cah out,cashin out,5146
0.09,al stewart,year of the cat,5147
0.09,donna summer,this time i know its for real,5148
0.09,Morgan Wallen,Ain't That Some,5149
0.09,shalamar,dancing in the sheets,5150
0.09,ray stevens,misty,5151
0.09,macklemore  ryan lewis featuring schoolboy q and hollis,white walls,5152
0.09,the pretenders,dont get me wrong,5153
0.09,bill cosby,little ole man uptight everythings alright,5154
0.09,tom jones,without love there is nothing,5155
0.09,miley cyrus,7 things,5156
0.09,kevon edmonds,247,5157
0.09,pink floyd,money,5158
0.09,jackson browne,doctor my eyes,5159
0.09,diana ross  marvin gaye,my mistake was to love you,5160
0.09,jermaine dupri featuring da brat and usher,the party continues,5161
0.09,robert palmer,bad case of loving you doctor doctor,5162
0.09,slim harpo,baby scratch my back,5163
0.09,Kevin Gates,Really Really,5164
0.09,sheena easton,for your eyes only,5165
0.09,NLE Choppa,Shotta Flow,5166
0.09,paul stookey,the wedding song there is love,5167
0.09,Juice Wrld,Wishing Well,5168
0.09,stevie b,dream about you,5169
0.09,mr president,coco jambo,5170
0.09,edens crush,get over yourself,5171
0.09,bay city rollers,money honey,5172
0.09,shorty long,here comes the judge,5173
0.09,john cougar mellencamp,cherry bomb,5174
0.09,spandau ballet,TRUE,5175
0.09,bruce springsteen,born in the usa,5176
0.09,the strangeloves,i want candy,5177
0.09,the originals,baby im for real,5178
0.09,john legend featuring andre 3000,green light,5179
0.09,mike jones,back then,5180
0.09,candlebox,far behind,5181
0.09,sting,all this time,5182
0.09,aaliyah,come over,5183
0.09,kiss,forever,5184
0.08,michael murphey,whats forever for,5185
0.08,jo dee messina,a lesson in leavin,5186
0.08,lady antebellum,downtown,5187
0.08,michael jackson,smooth criminal,5188
0.08,jessie j featuring bob,price tag,5189
0.08,boston,dont look back,5190
0.08,barry manilow,somewhere in the night,5191
0.08,Corey Kent,Wild as Her,5192
0.08,wilson pickett,dont knock my love,5193
0.08,Scotty McCreery,Damn Strait,5194
0.08,Luke Combs,Does to Me,5195
0.08,george strait,living and living well,5196
0.08,war,gypsy man,5197
0.08,jim stafford,wildwood weed,5198
0.08,pacific gas  electric,are you ready,5199
0.08,5 seconds of summer,she looks so perfect,5200
0.08,field mob,sick of being lonely,5201
0.08,the rolling stones,undercover of the night,5202
0.08,the beach boys,the beach boys medley,5203
0.08,kenny rogers,you decorated my life,5204
0.08,frank stallone,far from over,5205
0.08,the miracles,ooo baby baby,5206
0.08,brenda k starr,i still believe,5207
0.08,crucial conflict,hay,5208
0.08,aretha franklin,i say a little prayer,5209
0.08,"green jell""y",three little pigs,5210
0.08,tina turner,private dancer,5211
0.08,missy elliott featuring da brat,sock it 2 me,5212
0.08,starpoint,object of my desire,5213
0.08,huey lewis and the news,doing it all for my baby,5214
0.08,billy currington,people are crazy,5215
0.08,keyshia cole,love,5216
0.08,neil sedaka  elton john,bad blood,5217
0.08,luke bryan,i dont want this night to end,5218
0.08,keith urban,youll think of me,5219
0.08,rednex,cotton eye joe,5220
0.08,the electric prunes,i had too much to dream last night,5221
0.08,the time,jerk out,5222
0.08,jayz and linkin park,numbencore,5223
0.08,edwin hawkins singers,oh happy day,5224
0.08,Fetty Wap,All In My Head (Flex),5225
0.08,trace adkins,youre gonna miss this,5226
0.08,Ty Dolla Sign,Hot Girl Summer,5227
0.08,Daddy Yankee,Dura,5228
0.08,parliament,give up the funk tear the roof off the sucker,5229
0.08,ella henderson,ghost,5230
0.08,lfo,girl on tv,5231
0.08,ahmad,back in the day,5232
0.08,the new seekers,id like to teach the world to sing in perfect harmony,5233
0.08,paramore,the only exception,5234
0.08,chesney hawkes,the one and only,5235
0.08,Ritt Momney,Put Your Records On,5236
0.08,heatwave,boogie nights,5237
0.08,en vogue,free your mind,5238
0.08,gary lewis  the playboys,shes just my style,5239
0.07,lil bow wow featuring xscape,bounce with me,5240
0.07,Dustin Lynch,Small Town Boy,5241
0.07,r kelly,happy people,5242
0.07,Florida Georgia Line,Talk You Out of It,5243
0.07,larry groce,junk food junkie,5244
0.07,aqua,barbie girl,5245
0.07,blake shelton,god gave me you,5246
0.07,gavin rossdale,love remains the same,5247
0.07,bonnie raitt,love sneakin up on you,5248
0.07,chris montez,the more i see you,5249
0.07,boyz ii men,thank you,5250
0.07,naughty by nature,opp,5251
0.07,war,the world is a ghetto,5252
0.07,florida georgia line,get your shine on,5253
0.07,ace of base,beautiful life,5254
0.07,the carpenters,only yesterday,5255
0.07,goo goo dolls,iris,5256
0.07,bob seger  the silver bullet band,weve got tonight,5257
0.07,fleetwood mac,go your own way,5258
0.07,john cafferty  the beaver brown band,on the dark side,5259
0.07,zac brown band,whatever it is,5260
0.07,aretha franklin,think,5261
0.07,daryl hall,dreamtime,5262
0.07,aerosmith,livin on the edge,5263
0.07,Billie Eilish,Happier Than Ever,5264
0.07,aretha franklin,whos zoomin who,5265
0.07,sonny bono,laugh at me,5266
0.07,cher,i found someone,5267
0.07,crosby stills nash  young,woodstock,5268
0.07,zedd featuring hayley williams,stay the night,5269
0.07,outkast,so fresh so clean,5270
0.07,fleetwood mac,tusk,5271
0.07,eric clapton,ive got a rock n roll heart,5272
0.07,lady antebellum,american honey,5273
0.07,alessia cara,here,5274
0.07,toby keith,my list,5275
0.07,deon estus,heaven help me,5276
0.07,devo,whip it,5277
0.07,ja rule featuring r kelly and ashanti,wonderful,5278
0.07,breakfast club,right on track,5279
0.07,keith sweat,keep it comin,5280
0.07,neyo,when youre mad,5281
0.07,don mclean,vincent,5282
0.07,the rolling stones,waiting on a friend,5283
0.07,Tate McRae,She's All I Wanna Be,5284
0.07,XXXTentacion,Changes,5285
0.07,tom jones,love me tonight,5286
0.07,the first class,beach baby,5287
0.07,the doors,love her madly,5288
0.07,the monkees,daydream believer,5289
0.07,21 Savage,Peaches & Eggplants,5290
0.07,electric light orchestra,turn to stone,5291
0.07,biz markie,just a friend,5292
0.06,Bazzi,Beautiful,5293
0.06,aretha franklin,a rose is still a rose,5294
0.06,the black eyed peas,hey mama,5295
0.06,roy head,treat her right,5296
0.06,bobby brown,rock witcha,5297
0.06,Brett Young,Mercy,5298
0.06,duran duran,new moon on monday,5299
0.06,sara bareilles,king of anything,5300
0.06,sheena easton,modern girl,5301
0.06,Morgan Wallen,I Wrote the Book,5302
0.06,bobby fuller four,i fought the law,5303
0.06,ame lorain,whole wide world,5304
0.06,barry manilow,tryin to get the feeling again,5305
0.06,dixie chicks,cowboy take me away,5306
0.06,gary lewis and the playboys,sealed with a kiss,5307
0.06,general public,ill take you there,5308
0.06,puff daddy featuring r kelly,satisfy you,5309
0.06,alanis morissette,hands clean,5310
0.06,thal'ia featuring fat joe,i want you,5311
0.06,george michael,freedom 90,5312
0.06,mr probz,waves,5313
0.06,lil wayne featuring drake,she will,5314
0.06,lionel richie,ballerina girl,5315
0.06,the pointer sisters,yes we can can,5316
0.06,stevie wonder,do i do,5317
0.06,van halen,dance the night away,5318
0.06,paul revere  the raiders,mr sun mr moon,5319
0.06,eruption,i cant stand the rain,5320
0.06,Coldplay,Adventure of a Lifetime,5321
0.06,elton john,sorry seems to be the hardest word,5322
0.06,lee brice,hard to love,5323
0.06,inxs,never tear us apart,5324
0.06,Cole Swindell,Single Saturday Night,5325
0.06,crime mob and lil scrappy,rock yo hips,5326
0.06,nelly,ei,5327
0.06,mr big,just take my heart,5328
0.06,gin blossoms,hey jealousy,5329
0.06,Jon Pardi,Last Night Lonely,5330
0.06,sting,fortress around your heart,5331
0.06,richie havens,here comes the sun,5332
0.06,war,me and baby brother,5333
0.06,dwight twilley band,im on fire,5334
0.06,stephen bishop,it might be you,5335
0.06,daughtry,feels like tonight,5336
0.06,force mds,tender love,5337
0.06,william featuring justin bieber,thatpower,5338
0.06,Surf Mesa,ILY (I Love You Baby),5339
0.06,dionne warwick,ill never fall in love again,5340
0.06,YFN Lucci,Everyday We Lit,5341
0.06,the detroit emeralds,baby let me take you in my arms,5342
